"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"166501";"0,612938";"47,344602";"47°20'40.567N 0°36'46.577E";"37018";"Avenue Jean Mermoz";"";"37510";"BALLAN MIRE";"08/07/2021";"En extérieur";"R_SO11454_1_2PUB.pdf";"Oui";"0,21";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,06";"0,06";"71,429";"0"
"166514";"0,514315";"47,339853";"47°20'23.471N 0°30'51.534E";"37272";"Rue de Munat";"";"37510";"VILLANDRY";"08/07/2021";"En extérieur";"R_SO11454_1_6PUB.pdf";"Oui";"0,2";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166523";"0,551677";"47,348717";"47°20'55.381N 0°33'6.037E";"37243";"Rue du Chatonnay";"";"37510";"SAVONNIERES";"09/07/2021";"En extérieur";"R_SO11454_1_9PUB.pdf";"Oui";"0,1";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166533";"0,652206";"47,449065";"47°26'56.634N 0°39'7.942E";"37152";"Rue du Vieux Calvaire";"";"37390";"METTRAY";"22/06/2021";"En extérieur";"R_SO11453_1_6PUB.pdf";"Oui";"0,12";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166546";"0,536892";"47,307427";"47°18'26.737N 0°32'12.811E";"37099";"Rue des Vignes de Renault";"";"37190";"DRUYE";"24/06/2021";"En extérieur";"R_SO11453_1_14PUB.pdf";"Oui";"0,23";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,1";"";"";"";"";"";"";"";"";"";"0,128062";"0,128062";"44,321";"0,111111"
"166547";"0,515242";"47,370687";"47°22'14.473N 0°30'54.871E";"37217";"Chemin de la Maurière";"";"37230";"SAINT ETIENNE DE CHIGNY";"22/06/2021";"En extérieur";"R_SO11454_1_8PUB.pdf";"Oui";"0,21";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166555";"0,554159";"47,382698";"47°22'57.713N 0°33'14.972E";"37139";"Rue de la Corderie";"";"37230";"LUYNES";"24/06/2021";"En extérieur";"R_SO11453_1_1PUB.pdf";"Oui";"0,27";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166556";"0,180566";"47,950675";"47°57'2.430N 0°10'50.038E";"72008";"Rue Ernest Sylvain Bollée";"";"72230";"ARNAGE";"28/06/2021";"En extérieur";"R_SO11606_1_1PUB.pdf";"Oui";"0,54";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"0,17";"";"0,16";"";"0,38";"";"0,16";"";"0,11";"";"0,19";"";"0,13";"";"0,538145";"0,538145";"0,344";"0,446684"
"166558";"0,646627";"47,452941";"47°27'10.588N 0°38'47.857E";"37152";"Rue du Manoir";"";"37390";"METTRAY";"22/06/2021";"En extérieur";"R_SO11453_1_7PUB.pdf";"Oui";"0,28";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166560";"0,753958";"47,414026";"47°24'50.494N 0°45'14.249E";"37203";"Rue du Commandant Maurice Mathieu";"";"37210";"ROCHECORBON";"22/06/2021";"En extérieur";"R_SO11454_1_10PUB.pdf";"Oui";"1,06";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"0,24";"";"0,53";"";"0,56";"";"0,34";"";"0,27";"";"0,15";"";"";"";"0,929032";"0,929032";"12,355";"0,430755"
"166565";"0,547321";"47,390927";"47°23'27.337N 0°32'50.356E";"37139";"Rue des Ecoles";"";"37230";"LUYNES";"24/06/2021";"En extérieur";"R_SO11453_1_2PUB.pdf";"Oui";"0,14";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166570";"-0,613024";"47,430744";"47°25'50.678N 0°36'46.886W";"49035";"Rue de la Landière";"";"49080";"BOUCHEMAINE";"29/06/2021";"En extérieur";"R_SO11598_1_1PUB.pdf";"Oui";"0,47";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"0,25";"";"0,08";"";"0,12";"";"0,08";"";"0,06";"";"0,1";"";"0,24";"";"0,401123";"0,401123";"14,655";"0,549756"
"166575";"2,384782";"47,098857";"47°5'55.885N 2°23'5.215E";"18205";"Rue Denis Papin";"";"18230";"SAINT DOULCHARD";"05/07/2021";"En extérieur";"R_SO11587_1_1PUB.pdf";"Oui";"0,7";"Rue / Route / Parking";"EXEM";"";"";"0,47";"";"";"";"";"0,06";"";"0,25";"";"0,11";"";"0,18";"";"0,28";"";"0,14";"";"0,31";"";"0,1";"";"0,731847";"0,557763";"-4,55";"0,579043"
"166576";"0,697887";"47,467378";"47°28'2.561N 0°41'52.393E";"37054";"Rue des Guessières";"";"37390";"CHANCEAUX SUR CHOISILLE";"22/06/2021";"En extérieur";"R_SO11453_1_15PUB.pdf";"Oui";"0,12";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"0,14";"";"0,07";"";"";"";"";"";"";"";"0,197231";"0,197231";"-64,359";"0,267629"
"166599";"-0,509555";"47,475034";"47°28'30.122N 0°30'34.398W";"49267";"Rue des Portières";"";"49124";"SAINT BARTHELEMY D ANJOU";"29/06/2021";"En extérieur";"R_SO11598_1_2PUB.pdf";"Oui";"1,32";"Rue / Route / Parking";"EXEM";"";"0,93";"";"0,07";"0,19";"";"";"";"";"0,11";"";"0,56";"";"0,47";"";"0,12";"";"0,28";"";"0,35";"";"0,14";"";"1,299";"0,884025";"1,591";"0,792114"
"166600";"0,526206";"47,363093";"47°21'47.135N 0°31'34.342E";"37025";"Le Bourg route départementale 88";"";"37510";"BERTHENAY";"09/07/2021";"En extérieur";"R_SO11454_1_1PUB.pdf";"Oui";"0,1";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166601";"0,63375";"47,434862";"47°26'5.503N 0°38'1.500E";"37151";"Rue du Colombeau";"";"37390";"MEMBROLLE SUR CHOISILLE";"23/06/2021";"En extérieur";"R_SO11453_1_9PUB.pdf";"Oui";"0,13";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166607";"0,744088";"47,441462";"47°26'29.263N 0°44'38.717E";"37179";"Rue des Ecoles";"";"37210";"PARCAY MESLAY";"22/06/2021";"En extérieur";"R_SO11454_1_11PUB.pdf";"Oui";"0,19";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166645";"0,196188";"48,000146";"48°0'0.526N 0°11'46.277E";"72181";"Rue Auvray";"";"72000";"MANS";"16/07/2021";"En extérieur";"R_SO11740_2_1PUB.pdf";"Oui";"0,87";"Lieu d'habitation";"EXEM";"";"0,07";"";"";"";"";"";"";"";"";"";"0,24";"";"0,34";"";"0,24";"";"0,22";"";"0,59";"";"";"";"0,79511";"0,792023";"8,608";"0,55904"
"166647";"-0,709745";"47,370178";"47°22'12.641N 0°42'35.082W";"49247";"Rue du Pâtis";"";"49170";"POSSONNIERE";"20/07/2021";"En intérieur";"R_SO11578_2_1PUB.pdf";"Oui";"0,11";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166662";"-0,907488";"47,255065";"47°15'18.234N 0°54'26.957W";"49023";"Rue de l'Aiguillée";"";"49110";"BEAUPREAU EN MAUGES";"21/07/2021";"En intérieur";"R_SO11104_1_5PUB.pdf";"Oui";"0,19";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166672";"-0,429668";"47,558892";"47°33'32.011N 0°25'46.805W";"49377";"Chemin de la Jeansellerie";"";"49140";"RIVES DU LOIR EN ANJOU";"19/07/2021";"En intérieur";"R_SO11556_6_4PUB.pdf";"Oui";"0,28";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,11";"";"0,12";"";"0,07";"";"";"";"";"";"";"";"";"";"0,1772";"0,1772";"36,714";"0,216025"
"166674";"-0,430999";"47,557791";"47°33'28.048N 0°25'51.596W";"49377";"Chemin des Champs Fleuris";"";"49140";"RIVES DU LOIR EN ANJOU";"19/07/2021";"En extérieur";"R_SO11556_6_1PUB.pdf";"Oui";"0,13";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,05";"";"";"";"";"";"";"";"";"";"0,05";"0,05";"61,538";"0"
"166675";"-0,922607";"47,914009";"47°54'50.432N 0°55'21.385W";"49023";"704 la Petite Clopière";"";"49110";"BEAUPREAU EN MAUGES";"21/07/2021";"En intérieur";"R_SO11104_1_1PUB.pdf";"Oui";"0,26";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166676";"-0,890815";"47,671572";"47°40'17.659N 0°53'26.934W";"49331";"La Petite Englucherie";"";"49500";"SEGRE EN ANJOU BLEU";"22/07/2021";"En intérieur";"R_SO11783_3_1PUB.pdf";"Oui";"0,13";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"0,05";"";"";"";"";"";"";"";"";"";"0,086023";"0,086023";"33,828";"0,166667"
"166680";"-0,64859";"47,788652";"47°47'19.147N 0°38'54.924W";"53078";"Rue du Bac de Ménil";"";"53200";"COUDRAY";"13/07/2021";"En extérieur";"R_SO11740_4_1PUB.pdf";"Oui";"0,55";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,21";"";"0,43";"";"0,09";"";"0,08";"";"";"";"";"";"";"";"0,493457";"0,493457";"10,281";"0,696082"
"166688";"-0,648612";"47,789099";"47°47'20.756N 0°38'55.003W";"53078";"Rue du Bac de Ménil";"";"53200";"COUDRAY";"13/07/2021";"En intérieur";"R_SO11740_4_2PUB.pdf";"Oui";"0,42";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,2";"";"0,39";"";"0,07";"";"0,05";"";"";"";"";"";"";"";"0,446654";"0,446654";"-6,346";"0,763557"
"166697";"-0,906868";"47,255817";"47°15'20.941N 0°54'24.725W";"49023";"Avenue d'Anjou";"";"49110";"BEAUPREAU EN MAUGES";"22/07/2021";"En intérieur";"R_SO11104_1_7PUB.pdf";"Oui";"0,26";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166699";"-0,430712";"47,559151";"47°33'32.944N 0°25'50.563W";"49377";"Allée des Quatre Vents";"";"49140";"RIVES DU LOIR EN ANJOU";"19/07/2021";"En intérieur";"R_SO11556_6_2PUB.pdf";"Oui";"0,29";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,12";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,15";"0,15";"48,276";"0,142857"
"166745";"2,046611";"47,923712";"47°55'25.363N 2°2'47.800E";"45194";"Rue des Breteaux";"";"45430";"MARDIE";"26/07/2021";"En intérieur";"R_SO11782_4_1PUB.pdf";"Oui";"0,36";"Lieu d'habitation";"EXEM";"";"";"0,1";"";"";"";"";"";"0,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,278568";"";"22,62";"0,444444"
"166816";"0,673857";"47,410461";"47°24'37.660N 0°40'25.885E";"37214";"Rue de Bocage";"";"37540";"SAINT CYR SUR LOIRE";"15/07/2021";"En extérieur";"R_SO11746_1_3PUB.pdf";"Oui";"1,74";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166831";"2,509315";"47,598226";"47°35'53.614N 2°30'33.534E";"45108";"La Borde";"";"45720";"COULLONS";"16/07/2021";"En extérieur";"R_SO11764_1_1PUB.pdf";"Oui";"0,23";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166843";"0,974629";"47,349509";"47°20'58.232N 0°58'28.664E";"37091";"Rue du Grand Villefrault";"";"37150";"CROIX EN TOURAINE";"12/07/2021";"En extérieur";"R_SO11746_1_2PUB.pdf";"Oui";"1,17";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166858";"2,510216";"47,094143";"47°5'38.915N 2°30'36.778E";"18158";"Rue d'Alsace";"";"18390";"MOULINS SUR YEVRE";"09/07/2021";"En extérieur";"R_SO11587_1_2PUB.pdf";"Oui";"0,63";"Rue / Route / Parking";"EXEM";"";"";"0,22";"";"0,15";"";"";"0,11";"";"0,51";"";"";"";"0,1";"";"";"";"";"";"0,14";"";"";"";"0,610492";"0,538238";"3,097";"0,691439"
"166859";"1,936619";"47,873792";"47°52'25.651N 1°56'11.828E";"45286";"Route de Saint-Cyr";"";"45650";"SAINT JEAN LE BLANC";"01/07/2021";"En extérieur";"R_SO11694_1_1PUB.pdf";"Oui";"0,91";"Rue / Route / Parking";"EXEM";"";"0,14";"0,1";"";"";"";"";"";"";"";"";"0,33";"";"0,37";"";"0,32";"";"0,38";"";"0,22";"";"0,29";"";"0,809135";"0,790633";"11,084";"0,364783"
"166869";"0,724969";"47,381803";"47°22'54.491N 0°43'29.888E";"37233";"Rue des Grands Mortiers";"";"37700";"SAINT PIERRE DES CORPS";"30/06/2021";"En extérieur";"R_SO11689_2_1PUB.pdf";"Oui";"1,18";"Rue / Route / Parking";"EXEM";"";"0,1";"";"";"";"";"";"";"";"0,25";"";"0,34";"";"0,45";"";"0,44";"";"0,27";"";"0,63";"";"0,16";"";"1,039038";"1,034215";"11,946";"0,489091"
"166874";"0,695636";"47,410759";"47°24'38.732N 0°41'44.290E";"37261";"Avenue de la République";"";"37100";"TOURS";"06/07/2021";"En extérieur";"R_SO11746_2_1PUB.pdf";"Oui";"2";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"0,4";"";"0,7";"";"0,76";"";"0,97";"";"0,49";"";"0,54";"";"0,19";"";"1,654177";"1,654177";"17,291";"0,409579"
"166890";"0,768764";"47,396439";"47°23'47.180N 0°46'7.550E";"37273";"Impasse Anne Franck";"";"37700";"VILLE AUX DAMES";"30/06/2021";"En extérieur";"R_SO11689_1_1PUB.pdf";"Oui";"0,92";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166896";"1,674256";"46,801989";"46°48'7.160N 1°40'27.322E";"36044";"Allée du Roussillon";"";"36000";"CHATEAUROUX";"02/07/2021";"En extérieur";"R_SO11687_1_1PUB.pdf";"Oui";"0,55";"Rue / Route / Parking";"EXEM";"";"";"0,13";"";"";"";"";"";"";"";"";"0,16";"";"0,27";"";"0,07";"";"0,15";"";"0,31";"";"";"";"0,488774";"0,471169";"11,132";"0,454383"
"166905";"-0,544041";"47,448937";"47°26'56.173N 0°32'38.548W";"49007";"Rue du Château d'Orgemont";"";"49000";"ANGERS";"29/06/2021";"En extérieur";"R_SO11688_1_2PUB.pdf";"Oui";"1,42";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"0,74";"";"0,34";"";"0,52";"";"0,9";"";"0,26";"";"0,25";"";"0,16";"";"1,378151";"1,378151";"2,947";"0,568366"
"166919";"0,686094";"47,414094";"47°24'50.738N 0°41'9.938E";"37261";"Rue du Président Kennedy";"";"37100";"TOURS";"06/07/2021";"En extérieur";"R_SO11746_1_1PUB.pdf";"Oui";"1,41";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166925";"-0,523835";"47,481321";"47°28'52.756N 0°31'25.806W";"49007";"Avenue Pasteur";"";"49100";"ANGERS";"29/06/2021";"En extérieur";"R_SO11688_1_1PUB.pdf";"Oui";"1,5";"Rue / Route / Parking";"EXEM";"";"0,91";"";"";"";"";"";"";"";"0,25";"";"0,38";"";"0,42";"";"0,5";"";"0,36";"";"0,66";"";"0,39";"";"1,476042";"1,162153";"1,597";"0,40468"
"166941";"1,876473";"47,93709";"47°56'13.524N 1°52'35.303E";"45302";"Allée Louis Bleriot";"";"45770";"SARAN";"30/07/2021";"En extérieur";"R_SO11556_5_1PUB.pdf";"Oui";"0,07";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167011";"-0,75136";"48,071685";"48°4'18.066N 0°45'4.896W";"53130";"Boulevard de l'Industrie";"";"53000";"LAVAL";"29/07/2021";"En extérieur";"R_SO11601_1_1PUB.pdf";"Oui";"0,6";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167145";"0,230412";"46,706874";"46°42'24.746N 0°13'49.483E";"86281";"Impasse du Vignault";"";"86380";"SAINT MARTIN LA PALLU";"06/08/2021";"En intérieur";"R_SO11739_4_1PUB.pdf";"Oui";"0,35";"Lieu d'habitation";"EXEM";"";"";"0,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,05";"";"85,714";"0"
"167173";"-0,617402";"47,897053";"47°53'49.391N 0°37'2.647W";"53193";"La Pinsonnière";"";"53170";"RUILLE FROID FONDS";"11/08/2021";"En extérieur";"R_SO11780_1_1PUB.pdf";"Oui";"0,14";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167174";"-0,76562";"48,051536";"48°3'5.530N 0°45'56.232W";"53130";"Rue du Bois de l'Huisserie";"";"53000";"LAVAL";"29/07/2021";"En extérieur";"R_SO11835_5_1PUB.pdf";"Oui";"0,56";"Rue / Route / Parking";"EXEM";"";"0,05";"";"";"";"";"";"";"";"0,26";"";"0,27";"";"0,2";"";"0,09";"";"0,12";"";"0,17";"";"0,11";"";"0,496488";"0,493964";"11,341";"0,47185"
"167242";"-0,429947";"47,559188";"47°33'33.077N 0°25'47.809W";"49377";"Chemin de la Jeansellerie";"";"49140";"RIVES DU LOIR EN ANJOU";"16/08/2021";"En intérieur";"R_SO11556_6_5PUB.pdf";"Oui";"0,24";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"0,108167";"0,108167";"54,931";"0,2"
"167246";"0,185051";"48,011738";"48°0'42.257N 0°11'6.184E";"72181";"Avenue Rubillard";"";"72000";"MANS";"17/08/2021";"En intérieur";"R_SO11556_1_1PUB.pdf";"Oui";"0,79";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167248";"-0,430226";"47,55845";"47°33'30.420N 0°25'48.814W";"49377";"Rue des Champs Fleuris";"";"49140";"RIVES DU LOIR EN ANJOU";"17/08/2021";"En intérieur";"R_SO11556_6_3PUB.pdf";"Oui";"0,23";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"56,522";"0"
"167263";"3,346968";"47,873159";"47°52'23.372N 3°20'49.085E";"89003";"Rue du Tacot";"";"89110";"MONTHOLON";"18/08/2021";"En intérieur";"R_SO11865_10_1PUB.pdf";"Oui";"0,37";"Lieu d'habitation";"EXEM";"";"";"0,07";"";"";"";"";"";"";"0,09";"";"0,16";"";"0,17";"";"";"";"";"";"";"";"";"";"0,259808";"0,2502";"29,782";"0,35289"
"167281";"3,205497";"47,085896";"47°5'9.226N 3°12'19.789E";"58300";"Rue de Ballerey";"";"58130";"URZY";"18/08/2021";"En extérieur";"R_SO11713_4_1PUB.pdf";"Oui";"1,13";"Lieu d'habitation";"EXEM";"";"";"0,06";"";"";"";"";"";"";"0,28";"";"0,52";"";"0,43";"";"0,4";"";"0,25";"";"0,21";"";"";"";"0,896605";"0,894595";"20,654";"0,466231"
"167291";"1,327887";"47,326738";"47°19'36.257N 1°19'40.393E";"41258";"Rue de la Fontaine Herbault";"";"41140";"THESEE";"17/08/2021";"En intérieur";"R_SO11840_1_1PUB.pdf";"Oui";"0,2";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167305";"1,322865";"47,324389";"47°19'27.800N 1°19'22.314E";"41258";"Rue des Charmoises";"";"41140";"THESEE";"16/08/2021";"En intérieur";"R_SO11942_3_1PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167315";"-0,753422";"46,921274";"46°55'16.586N 0°45'12.319W";"79079";"Rue de Bourneau";"";"79700";"MAULEON";"19/08/2021";"En intérieur";"R_SO11918_3_1PUB.pdf";"Oui";"0,24";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167318";"-0,400379";"47,99382";"47°59'37.752N 0°24'1.364W";"53264";"Chemin de la Roche-Brault";"";"53270";"THORIGNE EN CHARNIE";"23/08/2021";"En intérieur";"R_SO10114_1_2PUB.pdf";"Oui";"0,49";"Divers";"EXEM";"";"";"";"";"";"";"";"";"";"0,18";"";"0,21";"";"0,3";"";"";"";"";"";"";"";"";"";"0,408044";"0,408044";"16,726";"0,221697"
"167320";"-0,400379";"47,993842";"47°59'37.831N 0°24'1.364W";"53264";"Chemin de la Roche-Brault";"";"53270";"THORIGNE EN CHARNIE";"23/08/2021";"En intérieur";"R_SO10114_1_1PUB.pdf";"Oui";"1,09";"Divers";"EXEM";"";"";"";"";"";"";"";"";"";"0,42";"";"0,65";"";"0,59";"";"";"";"";"";"";"";"";"";"0,973139";"0,973139";"10,721";"0,176044"
"167331";"-0,126286";"47,26328";"47°15'47.808N 0°7'34.630W";"49328";"Route de l'Ene";"";"49400";"SAUMUR";"20/08/2021";"En extérieur";"R_SO11330_2_1PUB.pdf";"Oui";"0,67";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"0,13";"";"0,23";"";"0,4";"";"0,19";"";"0,22";"";"0,13";"";"";"";"0,5755";"0,5755";"14,105";"0,419354"
"167332";"0,221658";"47,971537";"47°58'17.533N 0°13'17.969E";"72181";"Rue Gustave Courbet";"";"72000";"MANS";"23/08/2021";"En extérieur";"R_SO11835_3_1PUB.pdf";"Oui";"0,13";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"0,05";"";"0,06";"";"";"";"0,119164";"0,119164";"8,336";"0,254951"
"167347";"0,329364";"46,573623";"46°34'25.043N 0°19'45.710E";"86194";"Rue de la Tranchée";"";"86000";"POITIERS";"23/08/2021";"En extérieur";"R_SO11828_1_1PUB.pdf";"Oui";"2,94";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"0,17";"";"0,89";"";"1,22";"";"1,03";"";"0,81";"";"1,14";"";"0,51";"";"";"";"2,363493";"2,357371";"19,609";"0,417739"
"167348";"1,858513";"47,948043";"47°56'52.955N 1°51'30.647E";"45302";"Rue Henri Becquerel";"";"45770";"SARAN";"30/07/2021";"En extérieur";"R_SO11813_1_2PUB.pdf";"Oui";"0,68";"Rue / Route / Parking";"EXEM";"";"";"0,11";"";"0,14";"";"";"";"";"0,36";"";"0,12";"";"0,24";"";"0,1";"";"0,12";"";"0,29";"";"0,13";"";"0,598916";"0,571839";"11,924";"0,495417"
"167356";"0,354816";"46,598903";"46°35'56.051N 0°21'17.338E";"86041";"Rue Jean Philippe Rameau";"";"86180";"BUXEROLLES";"24/08/2021";"En extérieur";"R_SO11828_1_2PUB.pdf";"Oui";"0,96";"Rue / Route / Parking";"EXEM";"";"0,18";"";"";"0,06";"";"";"";"";"0,18";"";"0,38";"";"0,54";"";"0,24";"";"0,15";"";"0,13";"";"";"";"0,7755";"0,751931";"19,219";"0,625045"
"167399";"0,34658";"46,578662";"46°34'43.183N 0°20'47.688E";"86194";"Rue Saint-Pierre-Le-Puellier";"";"86000";"POITIERS";"23/08/2021";"En extérieur";"R_SO11828_2_1PUB.pdf";"Oui";"0,46";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167433";"0,358644";"46,667367";"46°40'2.521N 0°21'31.118E";"86062";"Boulevard René Descartes";"";"86360";"CHASSENEUIL DU POITOU";"24/08/2021";"En extérieur";"R_SO11828_1_3PUB.pdf";"Oui";"0,49";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"0,2";"";"0,11";"";"0,23";"";"0,19";"";"0,12";"";"0,17";"";"";"";"0,429418";"0,429418";"12,364";"0,251867"
"167466";"0,341688";"46,56433";"46°33'51.588N 0°20'30.077E";"86194";"Rue André Léo";"";"86000";"POITIERS";"23/08/2021";"En extérieur";"R_SO11750_1_1PUB.pdf";"Oui";"1";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
